user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn
1371,2024-07-16,Basic,199,8.2,2,0,19,19,No
1372,2024-12-03,Standard,399,15.8,4,4,14,16,Yes
1373,2023-01-10,Basic,199,12.2,5,4,37,32,Yes
1374,2024-05-03,Standard,399,5.9,2,4,21,85,Yes
1375,2024-05-30,Basic,199,6.1,1,3,21,78,Yes
1376,2023-08-24,Basic,199,1.6,9,0,30,8,No
1377,2024-05-18,Standard,399,13.1,7,0,21,18,Yes
1378,2024-04-13,Standard,399,9.8,0,1,22,31,Yes
1379,2024-11-23,Premium,699,5.0,0,2,15,1,No
1380,2023-10-30,Standard,399,11.9,1,1,28,8,No
1381,2024-02-17,Standard,399,8.0,3,2,24,1,No
1382,2023-11-08,Premium,699,4.4,0,1,27,49,No
1383,2023-03-20,Standard,399,11.6,6,1,35,82,Yes
1384,2022-02-07,Premium,699,7.9,0,0,49,26,No
1385,2024-03-15,Basic,199,14.0,0,2,23,29,No
1386,2024-08-12,Basic,199,9.4,0,1,18,18,No
1387,2024-02-05,Basic,199,9.9,2,4,24,76,Yes
1388,2023-02-03,Standard,399,10.5,9,2,37,87,Yes
1389,2022-06-18,Standard,399,15.9,4,1,44,5,No
1390,2024-07-10,Basic,199,8.6,3,0,19,65,No
1391,2022-12-29,Premium,699,2.0,2,4,38,10,Yes
1392,2023-11-11,Basic,199,13.6,0,4,27,68,Yes
1393,2023-12-28,Basic,199,14.2,1,3,26,37,Yes
1394,2022-07-28,Premium,699,11.5,7,2,43,71,Yes
1395,2022-02-01,Basic,199,10.9,3,3,49,64,No
1396,2024-06-02,Premium,699,1.1,6,3,20,64,Yes
1397,2024-09-09,Basic,199,14.0,5,2,17,67,No
1398,2024-03-20,Standard,399,3.5,3,4,23,81,No
1399,2022-08-08,Standard,399,8.8,7,3,43,52,No
1400,2022-05-31,Standard,399,9.3,8,1,45,21,Yes
1401,2022-06-10,Basic,199,9.5,4,0,45,15,No
1402,2023-11-04,Premium,699,5.1,9,0,27,39,Yes
1403,2024-07-13,Basic,199,13.7,6,3,19,29,Yes
1404,2023-05-11,Basic,199,16.9,1,1,33,65,No
1405,2023-05-19,Basic,199,19.2,9,3,33,70,Yes
1406,2024-01-24,Premium,699,12.7,6,3,25,24,Yes
1407,2023-05-10,Premium,699,0.6,8,4,33,83,Yes
1408,2024-10-29,Standard,399,8.2,3,0,15,15,No
1409,2022-12-18,Standard,399,8.6,2,4,38,58,Yes
1410,2024-06-15,Basic,199,15.6,6,4,20,46,Yes
1411,2024-07-14,Basic,199,12.1,1,3,19,14,Yes
1412,2022-03-10,Basic,199,5.1,2,1,48,52,No
1413,2024-03-31,Standard,399,8.6,0,4,23,64,Yes
1414,2024-08-06,Basic,199,13.5,7,0,18,34,Yes
1415,2024-03-09,Premium,699,9.5,5,3,23,32,Yes
1416,2023-02-27,Basic,199,8.1,5,1,36,31,No
1417,2023-10-26,Basic,199,0.5,1,1,28,80,No
1418,2023-01-16,Basic,199,9.0,8,3,37,45,Yes
1419,2022-07-10,Standard,399,5.3,6,1,44,36,No
1420,2022-12-05,Basic,199,14.6,1,4,39,68,Yes
1421,2024-06-29,Standard,399,13.6,9,0,20,46,Yes
1422,2024-03-29,Premium,699,0.5,2,4,23,14,Yes
1423,2024-11-03,Premium,699,0.7,1,1,15,9,No
1424,2022-12-24,Premium,699,15.4,9,3,38,25,Yes
1425,2024-03-04,Basic,199,2.4,6,1,23,87,No
1426,2023-04-11,Premium,699,22.4,7,0,34,34,Yes
1427,2023-12-18,Standard,399,6.4,1,4,26,37,Yes
1428,2024-08-16,Standard,399,9.2,4,4,18,27,Yes
1429,2022-06-30,Standard,399,12.9,2,3,44,77,Yes
1430,2024-07-22,Basic,199,11.4,2,3,19,1,Yes
1431,2023-02-20,Basic,199,17.7,0,0,36,65,No
1432,2024-12-25,Basic,199,7.9,8,3,14,23,Yes
1433,2023-08-15,Standard,399,16.3,0,2,30,69,No
1434,2024-06-22,Basic,199,15.0,9,4,20,48,Yes
1435,2024-10-20,Basic,199,14.5,7,3,16,33,Yes
1436,2024-01-23,Standard,399,16.1,0,3,25,14,Yes
1437,2022-04-16,Premium,699,6.4,7,4,46,4,Yes
1438,2023-01-07,Standard,399,14.8,5,2,38,23,Yes
1439,2024-04-13,Basic,199,6.7,3,3,22,61,Yes
1440,2023-08-20,Premium,699,4.2,4,1,30,71,No
1441,2023-06-26,Basic,199,13.1,9,1,32,71,Yes
1442,2024-02-15,Basic,199,13.4,9,0,24,79,Yes
1443,2023-04-23,Premium,699,12.6,9,3,34,79,Yes
1444,2023-01-11,Premium,699,0.5,8,4,37,1,No
1445,2023-09-02,Premium,699,15.3,2,0,30,58,No
1446,2024-06-15,Premium,699,14.9,0,0,20,81,No
1447,2023-05-22,Basic,199,9.6,9,1,33,85,Yes
1448,2022-05-11,Premium,699,12.8,3,3,46,7,Yes
1449,2023-08-11,Standard,399,5.6,7,3,30,21,Yes
1450,2024-09-13,Basic,199,13.8,4,3,17,87,Yes
1451,2022-08-10,Basic,199,13.6,0,1,42,35,No
1452,2022-09-26,Standard,399,8.0,4,3,41,42,No
1453,2023-04-26,Basic,199,14.4,3,0,34,40,No
1454,2023-04-15,Basic,199,5.8,1,4,34,43,No
1455,2023-01-24,Premium,699,11.3,1,3,37,69,Yes
1456,2023-03-04,Standard,399,7.4,7,0,36,53,Yes
1457,2022-06-28,Basic,199,10.6,5,0,44,69,No
1458,2022-03-13,Standard,399,9.5,3,2,48,8,No
1459,2024-08-26,Premium,699,8.1,5,0,18,28,Yes
1460,2023-02-03,Basic,199,13.7,9,2,37,40,No
1461,2024-10-07,Standard,399,7.3,8,0,16,9,Yes
1462,2023-07-06,Basic,199,13.1,1,4,32,75,Yes
1463,2023-09-18,Basic,199,0.5,0,3,29,15,Yes
1464,2023-06-26,Premium,699,10.2,6,1,32,7,No
1465,2024-07-27,Premium,699,10.3,3,0,19,3,Yes
1466,2024-04-14,Basic,199,8.5,6,1,22,52,No
1467,2022-12-19,Premium,699,3.0,2,1,38,73,Yes
1468,2022-07-29,Standard,399,11.8,7,0,43,6,Yes
1469,2023-10-25,Premium,699,9.0,1,0,28,77,No
1470,2024-08-03,Standard,399,11.2,7,1,18,83,Yes
1471,2024-02-13,Standard,399,6.4,2,1,24,53,Yes
1472,2024-11-25,Premium,699,15.5,9,4,15,18,Yes
1473,2023-03-20,Basic,199,13.9,2,4,35,42,Yes
1474,2022-09-20,Basic,199,7.7,5,0,41,50,No
1475,2022-09-01,Premium,699,6.9,0,2,42,88,Yes
1476,2022-02-25,Standard,399,0.5,1,3,48,57,Yes
1477,2022-10-28,Basic,199,12.4,1,1,40,21,No
1478,2022-11-16,Basic,199,10.5,0,0,39,73,No
1479,2022-04-21,Standard,399,14.7,8,3,46,79,No
1480,2024-03-11,Standard,399,18.4,6,2,23,14,No
1481,2022-05-13,Standard,399,1.4,1,0,45,59,Yes
1482,2023-07-21,Standard,399,7.9,0,3,31,85,Yes
1483,2024-02-26,Basic,199,11.1,6,3,24,41,Yes
1484,2023-05-31,Premium,699,13.2,7,4,33,31,No
1485,2024-10-25,Standard,399,0.9,3,0,16,31,No
1486,2022-03-14,Standard,399,15.0,9,4,47,50,Yes
1487,2022-03-08,Basic,199,6.8,0,0,48,89,No
1488,2022-04-10,Premium,699,0.5,4,0,47,11,No
1489,2024-08-25,Premium,699,11.4,8,3,18,29,Yes
1490,2022-08-20,Basic,199,6.7,8,2,42,65,Yes
1491,2022-10-05,Standard,399,13.0,6,3,41,89,Yes
1492,2024-08-05,Basic,199,0.8,0,0,18,10,No
1493,2024-07-05,Basic,199,12.2,7,2,19,2,Yes
1494,2022-09-17,Basic,199,15.9,9,0,41,30,Yes
1495,2024-01-16,Premium,699,9.8,2,2,25,76,No
1496,2023-03-07,Standard,399,19.5,5,3,36,27,Yes
1497,2022-05-16,Standard,399,10.6,4,4,45,67,No
1498,2024-02-15,Premium,699,10.5,4,1,24,22,Yes
1499,2023-08-29,Premium,699,18.5,4,4,30,87,Yes
1500,2022-12-14,Basic,199,13.3,0,1,38,39,No
